username,review,clean_review
Bilal Fairuz,"entah bug atau kesalahan teknis apa. akun gopay dan tokopedia saya mulai dari Nomer Handphone, Email dan Sandi sudah sama namun tokopedia tidak bisa mengkaitkan aplikasinya dengan Gopay karena menganggap Gopay saya terkait oleh akun Tokopedia lain. padahal Gopay saya sudah pernah terkait oleh Akun Tokopedia yang sekarang.",entah bug salah teknis apa akun gopay tokopedia mulai nomer handphone email sandi sama tokopedia bisa kait aplikasi gopay anggap gopay kait akun tokopedia padahal gopay sudah pernah kait akun tokopedia sekarang
Reyzanian,"Kecewa jadi pelanggan Tokopedia,karena gopaylater pindah vendor langsung dibekukan gopaylater dengan alasan ga jelas, padahal ga pernah tertarik shoppepay karena cukup 1 aja dari pertama kali belanja online bertahun"" dan pembyaran selalu sebelum jatuh tempo dan terlambat, ok deh bye tokopedia cukup tahu lu gede sekarang yah !",kecewa jadi langgan tokopediakarena gopaylater pindah vendor langsung beku gopaylater alas ga jelas padahal ga pernah tarik shoppepay cukup 1 aja pertama kali belanja online tahun pembyaran selalu jatuh tempo lambat deh bye tokopedia cukup tahu lu gede sekarang yah
Chat Diamond,"Refan uang belanja an saya sudah 4 hari belum di kembalikan ..... Keterlaluan Sebagai pembeli jujur aja kurang nyaman , dengan proses system yg lemod dan penguluran waktu Saya juga merasa di permainkan , merasa rugi waktu , Chat customer servis yg jaga ( personilnya ga ada ). Cuman sytem doang ..bolak balik.... Bolak balik ga ada solusi Kopet",refan uang belanja an sudah 4 hari kembali terlalu beli jujur aja kurang nyaman proses system yang lemod ulur waktu juga rasa di main rasa rugi waktu chat customer servis yang jaga personilnya ga cuman sytem doang bolak balik bolak balik ga solusi kopet
Fayakun Nur Arifin,"maaf tokped ,sebenarnya tokped bagus cuman lemot aja , salah satunya buat memberi penilaisn toko dan kurirnya lemot gk bisa terkirim ,kan kasian toko dan kurir layak kasih rating bintang lima tapi gagal karena lemot ,dan tokped ini juga layak bintang 5 sebenarnya cuman perbaiki lemotnya aja .",maaf tokped benar tokped bagus cuman lot aja salah satu buat beri penilaisn toko kurir lot gak kirim kan kasi toko kurir layak kasih rating bintang lima gagal lot tokped juga layak bintang 5 benar cuman baik lot aja
Mukhlis Saputro,Sistem kurir rekomendasinya masih belum bisa uptodate. Terutama kalau barangnya beda kurir ditengah-tengah.,sistem kurir rekomendasi belum uptodate utama kalau barang beda kurir ditengahtengah
Junaedi Abdillah,"Tolong kembalikan Tokopedia seperti dulu yang sering ngasih gratis ongkir seperti Shopee, knp skrg kok gak gratis ongkir & hrs langganan plus. Mending hapus fitur langganan plus. Entar Tokopedia sepi pelanggan",kembali tokopedia dulu sering ngasih gratis ongkir shopee knp skrg kok gak gratis ongkir hrs langgan plus mending hapus fitur langgan plus entar tokopedia sepi langgan
Zo Na,"Hampir sempurna, sayang banget ga ada fitur cari produk melalui gambar/foto seperti di market place lain. Padahal itu sangat memudahkan proses belanja",hampir sempurna sayang banget ga fitur cari produk lalu gambarfoto di market place padahal sangat mudah proses belanja
Rezza Asly Bumijawa,Halo toko pedia mohon di tingkatkan lagi penanganan tentang pesanan pelanggan biar cepat waktu karena saya sudah menyukai Aplikasi ini semoga makin jaya Aamiin yra 👍 untuk Aplikasi dan semua tokonya karena barang yang ditawarkan sesuai gambar dan asli original,halo toko dia mohon tingkat tangan pesan langgan biar cepat waktu saya suka aplikasi moga makin jaya aamiin yra aplikasi semua toko barang tawar sesuai gambar asli original
alvin noah,Tolong di tindak lanjuti perihal khasus akun saya yg sudah gak bisa login.....saya tidak merasa punya tagihan tetapi ada laporan tagihan atas saya pribadi.....pihak gopay hanya bisa menagih dan tidak memberikan kejelasan dan jalan keluarnya......bahwa akun saya sudah gak bisa di gunakan.....tapi ada tagihan masuk....ini gimana.....,di tindak lanjut perihal khasus akun yang gak loginsaya rasa punya tagih lapor tagih atas pribadipihak gopay tagih tidak beri jelas jalan keluarnyabahwa akun sudah gak bisa di gunakantapi ada tagih masukini gimana
Ling Ling Cheryl Aulia Prieka Kayana,Sekarang Tokopedia tidak pernah ada gratis ongkir... Apa sudah bangkrut ya.. Marketplace ini parah banget gak ada promonya sama sekali. Saya uninstal aja aplikasinya gak guna.,sekarang tokopedia pernah gratis ongkir apa bangkrut marketplace parah banget gak promonya sama sekali uninstal aja aplikasi gak
Nertas Madiun,"Tolong bantuannya yaa agar voucher diskon pengguna baru bisa digunakan. Pas diberanda bisa dapet potongan, giliran mau payment voucher tidak dapat digunakan. Padahal sudah memenuhi S&K yg berlaku",bantu yaa voucher diskon guna baru guna pas beranda dapet potong gilir mau payment voucher dapat guna padahal penuh sk yang laku
Septian Dhimas Rivaldy,"event diskon angpau 88 event scam, mana ada dah w bela belain sampe jam 12 malem eh kuota kupon udah habis baru 1 menit, harusnya yang gabisa ambil tuh yang telat ngambil dan ga sesuai jam, kalo berdasarkan kuota kelihatan banget nipunya",event diskon angpau 88 event scam mana dah w bela bain sampe jam 12 malem eh kuota kupon udah habis baru 1 menit harus gabisa ambil tuh telat ngambil ga sesuai jam kalo dasar kuota lihat banget nipunya
Ramz Schawabacher,"Pesanan sering mengalami keterlambatan pengiriman, dan waktu keterlambatan dari estimasi yang ditentukan sangat lama (+2 dari estimasi yang ditentukan), pihak tokopedia care pun tidak memberikan solusi yang relevan untuk masalahnya, serta sering kali mengulang jawaban yang sudah dilontarkan, ada baiknya pihak tokopedia memberikan jaminan keterlambatan pengiriman agar pihak dari pemesan tidak menerima kerugian",pesan sering alami lambat kirim waktu lambat estimasi tentu sangat lama 2 estimasi tentu pihak tokopedia care beri solusi relevan masalah sering kali ulang jawab sudah lontar baik pihak tokopedia beri jamin lambat kirim pihak mes tidak terima rugi
nayaka satiadi,"tolong ubah tampilannya, terutama bagian promo hilangkan saja bila harus sampai menghapus feeds toko yang di follow. apa gunanya kita follow toko bila tidak bisa melihat item baru yang di release",ubah tampil utama bagi promo hilang bila sampai hapus feeds toko di follow apa guna follow toko bila bisa lihat item baru di release
Tri Hadi Kurniawan,"Berharap ongkir Rp. 0,- tanpa minimal belanja dan bisa request kurir tanpa rekomendasi² an, Pelayanan sudah mulai bagus, mungkin sedikit dipercepat proses komplain dan pengembalian dananya jika mengalami masalah, Fitur Diskusi agar diaktifkan kembali agar bisa jadi pertimbangan saat pembelian supaya mencegah penipuan. Semoga direspon... 🙏🏻😊",harap ongkir rp 0 minimal belanja request kurir rekomendasi an layan mulai bagus mungkin sedikit cepat proses komplain kembali dana alami masalah fitur diskusi aktif agar bisa jadi timbang beli cegah tipu moga direspon
Nandar Maul,"Aplikasinya kalau dipakai lama-lama klik to klik & lihat lihat kiriman ulasan orang lain jadi nyendat nyendat agak berat, why ???? Apakah Apk nya banyak bug ???",aplikasi kalau pakai lamalama klik to klik lihat lihat kirim ulas orang jadi nyendat nyendat berat why apk nya banyak bug
Jasmanta Sembiring,"Parahh ni aplikasi, pengiriman lama banget padahal masih 1 daerah dan tidak terlalu jauh tapi pengiriman nyabisa sampe 9 harii, saran gua kalo Lo mau beli barang jangan di apk nii, nyesel lu pada lama Dateng nyaa",parahh ni aplikasi kirim lama banget padahal 1 daerah tidak terlalu jauh kirim nyabisa sampe 9 hari saran gua kalo lo mau beli barang jangan apk nii nyesel lu lama dateng nyaa
misba huddin,"Highly NOT recomend App,pantesan orang orang pada milih aplikasi Shopee dari pada tokopedia,,selain harga yang di pasang tidak sesuai ketika di klik (harga tiba tiba berubah),,ongkir yang mahal,,,dan first imperssion ngajuin Tokpedcard Di tolak pas awal ngajuin,,ternyata begini orang2 di kecewakan dengan first impersion yang buruk 🥀🥀",highly not recomend apppantesan orang orang milih aplikasi shopee pada tokopediaselain harga pasang sesuai klik harga tiba tiba berubahongkir mahaldan first imperssion ngajuin tokpedcard di tolak pas awal ngajuinternyata begini orang2 di kecewa first impersion buruk
WeLL Tan,Kejadian awal bulan Desember 2024.. sampai hari ini tgl 30 Januari 2025 belum juga ada perkembangan di diskusi Tokopedia care.. Jika di tanya balasan hanya mengatakan mohon sabar mohon tunggu kabar dari jasa ekspedisi bagian pengiriman.. Kapan ada solusi ? Kapan penyelesaian nya? Saya punya bukti videonya.. sudah saya upload..masalah harga± 12 juta Ini sama jawaban anda seperti robot..ga punya akal dan hati.. Ga baca masalah sy d Tokopedia care!,jadi awal bulan desember 2024 hari tgl 30 januari 2025 juga kembang diskusi tokopedia care di tanya balas kata mohon sabar mohon tunggu kabar jasa ekspedisi bagi kirim kapan solusi kapan selesai nya punya bukti video saya uploadmasalah harga 12 juta sama jawab seperti robotga punya akal hati ga baca masalah sy d tokopedia care
Pika Pikatcu,"Maaf bintang 1,dari segi pelayanan sangat lambat dan mengecewakan bahkan gada respon,, TokopediaCare sangat tdk respon,, yg jawab robot mulu,,tidak bisa kasih solusi .tolong tingkatkan lg SDM nya donk Min..",maaf bintang 1dari segi layan sangat lambat kecewa bahkan gada respon tokopediacare sangat tidak respon yang jawab robot mulutidak kasih solusi tingkat lg sdm nya donk min
Royhan Al Biruni,"Aplikasi gajelas, gw beli barang tf via mobile banking, udh di TF malah langsung dicancel. Mana uangnya ketahan karena kurang dari 50.000. jujur aplikasi ini sangat buruk sekali",aplikasi gajelas gw beli barang tf via mobile banking udh tf malah langsung dicancel mana uang tahan kurang 50000 jujur aplikasi sangat buruk sekali
aven wijaya,Kenapa toko pedia gak jujur kalo pakai aplikasi nya bayar pake di selipin pebayaran gak jelas gitu di tagih ke saya Belanja bukan makin murah eh tambah mahal pengiriman gak pernah beres selalu lama dan satu lagi banyak toko yang jual barang gak seuai dengan gambar nya dan pakai video orang buat jualan di biarkan saja gimana coba,toko dia gak jujur kalo pakai aplikasi nya bayar pake selipin bayar gak jelas gitu tagih saya belanja bukan makin murah eh tambah mahal kirim gak pernah beres selalu lama satu banyak toko jual barang gak uai gambar nya pakai video orang buat jual biar gimana coba
Taupik Hidayat,"Ini tokped knapa yah makin kesini pengiriman makin ancur nunggunya sampe 1 minggu, dari brng diproses sampe dikirim juga kadang nyampe 2 hari, yg biasanya 3 hari udah nyampe, kayak gk niat jualan.",tokped knapa yah makin kesini kirim makin ancur nunggunya sampe 1 minggu brng proses sampe kirim kadang nyampe 2 hari yang biasa 3 hari udah nyampe kayak gak niat jual
Rudy Sutrisna Agung,"Korupsi terselubung DIBATALKAN SISTEM (pesanan tidak di proses), uang yg dikembalikan tidak sesuai (lebih kecil) dari uang yg dibayarkan via transfer bank (bila ada biaya admin, tentunya lebih banyak uang yg hilang).",korupsi selubung batal sistem pesan di proses uang yang kembali sesuai lebih kecil uang yang bayar via transfer bank bila biaya admin tentu lebih banyak uang yang hilang
Yusuf Ferdiansyah,"SIAP-SIAP PINDAH ke MARKETPLACE yg lain. Pertama fitur DISKUSI ditiadakan, kedua status ONLINE dan terakhir ONLINE dihilangkan, ini namanya berat sebelah. Padahal kedua fitur itu sangat membantu bagi customer untuk melihat toko AKTIF atau tidak, dan pelayanannya baik atau tidak.",siapsiap pindah marketplace yang pertama fitur diskusi tiada dua status online akhir online hilang nama berat belah padahal dua fitur sangat bantu customer lihat toko aktif tidak layan baik tidak
Empress,"ngasih diskon harga tapi ongkir diatas harga barang, ini gimana yang dikalimantan boss minimal kasih gratis ongkir, itupun gapernah sampe Rp.0 dikalimantan biar gimmick yang penting kasih potongan lah ini beli barang apa beli ongkir",ngasih diskon harga ongkir atas harga barang gimana dikalimantan boss minimal kasih gratis ongkir itu gapernah sampe rp0 dikalimantan biar gimmick penting kasih potong lah beli barang apa beli ongkir
Misti 12,"saya kecewa pakai gopay later ditokopedia tenor cicilan tidak 3,6,12 bulan hanya bisa 3bulan per bulan mahar bila pakai barang yg harga 2 juta , bisa cicil 3 bulan tidak bisa seperti dulu tenor bisa dipilih",kecewa pakai gopay later ditokopedia tenor cicil 3612 bulan 3bulan per bulan mahar bila pakai barang yang harga 2 juta cicil 3 bulan bisa dulu tenor bisa pilih
Shinta Wijaya,Baru pertama kali belanja di sini tapi cukup bikin saya tobat.. Estimasi maksimal tiba perhari ini tapi lacak paket dengan nomor resi yg ada tapi katanya tdk terdaftar.. Ga 2 kali deh..,baru pertama kali belanja sini cukup bikin tobat estimasi maksimal tiba hari tapi lacak paket nomor resi yang tapi kata tidak daftar ga 2 kali deh
Dedy human,"Di hp vivo z1 pro,Sudah update terbaru.. Aplikasi tidak bisa di buka.!! Ada bacaan bug eror.. Tolong di perbaiki.. terima kasih.. Edit: Sekarang sudah bisa di buka.. Terima kasih",hp vivo z1 prosudah update baru aplikasi bisa buka baca bug eror baik terima kasih edit sekarang bisa di buka terima kasih
Amira Balvas,"maaf kalo cuma bintang 3,soalnya iklan-nya kebanyakan.uda pencet tanda X ngga keluar keluar,padaha itu bukan tanda X palsu,uda di pencet berkali kali ngga keluar keluar.",maaf kalo cuma bintang 3soalnya iklan kebanyakanuda pencet tanda x ngga keluar keluarpadaha bukan tanda x palsuuda pencet kali kali ngga keluar keluar
Ghofur Ghofur,"Cukup baik dalam segi dalam tanggung jawab, & jadikan masalah yg saya alami ini bisa di tingkatkan dan jadi pembelajaran pada pengguna lain yg mengalami hal sama, terimakasih untuk sesuatu untuk menghindari dari kerugian yg mungkin sangat dianggap sepele bagi tim terkait,",cukup baik segi tanggung jawab jadi masalah yang alami bisa tingkat jadi ajar guna yang alami sama terimakasih sesuatu hindar rugi yang mungkin sangat anggap sepele tim kait
Yan cin man Cin man,"Ini toped skrg thn 2025 kupon diskon kecil sekali/kadang ga ada, sekalinya ada diskon tulis gede aja 10% toko tertentu tapi ga jelas kategori apa toko tertentu.. Koq skrg makin pelit eeq beda ma toko oren... Pdhl saya pelangan setia.. Udah beda OWNER KAH ?",toped skrg thn 2025 kupon diskon kecil sekalikadang ga sekali diskon tulis gede aja 10 toko tentu ga jelas kategori apa toko tentu koq skrg makin pelit eeq beda ma toko oren pdhl pelang setia udah beda owner
Indriawan Manddor,"HATI-HATI DAN LEBIH BIJAK LAH MEMAKAI (GoPay Later) BUNGANYA TERLALU BESAR TELAT SEHARI SAJA DENDANYA Rp.80000RIBU (delapan puluh ribu) MESKI HARGA BARANG HANYA 2000RIBU (dua ribu) . Saya pesan barang harga 20ribu bayar dengan GoPay Later hanya satu bulan, ketika telat bayar dendanya 80ribu padahal saya hanya belanja 20ribuan,, KAPOK KAPOK KAPOK",hatihati lebih bijak lah pakai gopay later bunga terlalu besar telat hari denda rp80000ribu delapan puluh ribu meski harga barang 2000ribu ribu pesan barang harga 20ribu bayar gopay later satu bulan telat bayar denda 80ribu padahal hanya belanja 20ribuan kapok kapok kapok
Risal Nasution,"Expedisi nya lama banget,bukan si cepat nama nya si lemot malah,apa ga bisa expedisi lain yg lebih cepat,tolong di ganti dgn yg lebih cepat macam apl sebelah si OREN",expedisi nya lama bangetbukan si cepat nama nya si lot malahapa ga expedisi yang lebih cepattolong ganti dgn yang lebih cepat macam apl belah si oren
Kuslan Gunawan,Harga makin ga jelas katanya termurah dan gratis ongkir Nyatanya hanya pajangan itu gratis ongkir Lalu pengiriman si cepat banyak yg komplain ga sampe sampe bahkan barang ada aja yg hilang seperti yg saya alami ban motor hilang padahal d lacak itu udah d dkt rumah padahal terkirimnya Makin lama makin sedikit yg menggunakan tokped kalau seperti ini 😌😒,harga makin ga jelas kata murah gratis ongkir nyata pajang gratis ongkir lalu kirim si cepat banyak yang komplain ga sampe sampe bahkan barang aja yang hilang yang alami ban motor hilang padahal d lacak udah d dkt rumah padahal kirim makin lama makin sedikit yang guna tokped kalau ini
